product_id,periodo,cat1,cat2,cat3,brand,sku_size,stock_final,tn,plan_precios_cuidados,cust_request_qty,cust_request_tn
20524,201812,HC,VAJILLA,Cristalino,Importado,500,31.68547,11.71262,0.0,182.0,11.71262
20524,201901,HC,VAJILLA,Cristalino,Importado,500,41.73245,6.6399,0.0,128.0,6.6399
20524,201902,HC,VAJILLA,Cristalino,Importado,500,31.70061,6.41273,0.0,147.0,6.41273
20524,201903,HC,VAJILLA,Cristalino,Importado,500,41.90659,9.41094,0.0,165.0,9.41094
20524,201904,HC,VAJILLA,Cristalino,Importado,500,33.29057,7.54083,0.0,140.0,7.54083
20524,201905,HC,VAJILLA,Cristalino,Importado,500,44.24609,6.53386,0.0,99.0,6.53386
20524,201906,HC,VAJILLA,Cristalino,Importado,500,36.12977,6.65498,0.0,118.0,6.65498
20524,201907,HC,VAJILLA,Cristalino,Importado,500,45.55591,10.12256,0.0,136.0,9.690999999999999
20524,201908,HC,VAJILLA,Cristalino,Importado,500,55.45147,7.30616,0.0,106.0,7.30616
20524,201909,HC,VAJILLA,Cristalino,Importado,500,46.25246,7.10931,0.0,126.0,7.10931
20524,201910,HC,VAJILLA,Cristalino,Importado,500,38.08314,8.71438,0.0,114.0,8.71438
20524,201911,HC,VAJILLA,Cristalino,Importado,500,23.59943,5.29974,0.0,98.0,5.29974
20524,201912,HC,VAJILLA,Cristalino,Importado,500,19.76083,3.37671,0.0,71.0,3.37671
20311,201701,HC,VAJILLA,Cristalino,Importado,1000,,19.27562,0.0,237.0,19.27562
20311,201702,HC,VAJILLA,Cristalino,Importado,1000,,5.01956,0.0,54.0,5.01956
20311,201703,HC,VAJILLA,Cristalino,Importado,1000,,26.6266,0.0,285.0,26.6266
20311,201704,HC,VAJILLA,Cristalino,Importado,1000,,19.44761,0.0,194.0,19.47946
20311,201705,HC,VAJILLA,Cristalino,Importado,1000,,27.46107,0.0,295.0,27.550250000000002
20311,201706,HC,VAJILLA,Cristalino,Importado,1000,,18.1545,0.0,272.0,18.1545
20311,201707,HC,VAJILLA,Cristalino,Importado,1000,,9.69514,0.0,139.0,9.69514
20311,201708,HC,VAJILLA,Cristalino,Importado,1000,,17.61305,0.0,265.0,17.61305
20311,201709,HC,VAJILLA,Cristalino,Importado,1000,,22.30137,0.0,297.0,22.30137
20311,201710,HC,VAJILLA,Cristalino,Importado,1000,,25.93227,0.0,245.0,26.25714
20311,201711,HC,VAJILLA,Cristalino,Importado,1000,,23.23139,0.0,282.0,23.23139
20311,201712,HC,VAJILLA,Cristalino,Importado,1000,,14.479009999999999,0.0,151.0,17.01427
20311,201801,HC,VAJILLA,Cristalino,Importado,1000,,19.27562,0.0,273.0,19.4922
20311,201802,HC,VAJILLA,Cristalino,Importado,1000,,9.49767,0.0,63.0,10.00727
20311,201803,HC,VAJILLA,Cristalino,Importado,1000,,38.0289,0.0,415.0,38.0289
20311,201804,HC,VAJILLA,Cristalino,Importado,1000,,18.51759,0.0,179.0,18.76602
20311,201805,HC,VAJILLA,Cristalino,Importado,1000,,23.81743,0.0,222.0,23.81743
20311,201806,HC,VAJILLA,Cristalino,Importado,1000,,21.62615,0.0,262.0,21.62615
20311,201807,HC,VAJILLA,Cristalino,Importado,1000,,20.0018,0.0,230.0,20.0018
20311,201808,HC,VAJILLA,Cristalino,Importado,1000,,24.11682,0.0,293.0,24.11682
20311,201809,HC,VAJILLA,Cristalino,Importado,1000,,26.32084,0.0,211.0,26.32084
20311,201810,HC,VAJILLA,Cristalino,Importado,1000,2.93657,25.30801,0.0,225.0,25.30801
20311,201811,HC,VAJILLA,Cristalino,Importado,1000,3.45891,15.51732,0.0,186.0,15.84219
20311,201812,HC,VAJILLA,Cristalino,Importado,1000,3.01301,23.10399,0.0,196.0,23.86202
20311,201901,HC,VAJILLA,Cristalino,Importado,1000,4.38893,17.49839,0.0,165.0,17.49839
20311,201902,HC,VAJILLA,Cristalino,Importado,1000,1.36318,23.37153,0.0,229.0,23.37153
20311,201903,HC,VAJILLA,Cristalino,Importado,1000,0.28028,3.8028899999999997,0.0,52.0,3.8028899999999997
20311,201904,HC,VAJILLA,Cristalino,Importado,1000,0.0,30.65244,0.0,362.0,30.65244
20311,201905,HC,VAJILLA,Cristalino,Importado,1000,50.94089,21.033739999999998,0.0,189.0,21.14203
20311,201906,HC,VAJILLA,Cristalino,Importado,1000,45.67927,24.186890000000002,0.0,222.0,24.72834
20311,201907,HC,VAJILLA,Cristalino,Importado,1000,42.45605,19.1737,0.0,209.0,19.19918
20311,201908,HC,VAJILLA,Cristalino,Importado,1000,61.70619,22.874670000000002,0.0,186.0,22.874670000000002
20311,201909,HC,VAJILLA,Cristalino,Importado,1000,63.05663,18.829720000000002,0.0,227.0,18.829720000000002
20311,201910,HC,VAJILLA,Cristalino,Importado,1000,55.9286,19.90625,0.0,236.0,19.90625
20311,201911,HC,VAJILLA,Cristalino,Importado,1000,36.76127,19.99543,0.0,210.0,19.99543
20311,201912,HC,VAJILLA,Cristalino,Importado,1000,34.37889,18.16724,0.0,207.0,18.16724
20654,201701,PC,DEOS,Aero,DEOS2,60,,7.35642,0.0,462.0,7.39505
20654,201702,PC,DEOS,Aero,DEOS2,60,,5.56035,0.0,348.0,5.56795
20654,201703,PC,DEOS,Aero,DEOS2,60,,6.52865,0.0,408.0,6.55335
20654,201704,PC,DEOS,Aero,DEOS2,60,,5.89406,0.0,435.0,5.89406
20654,201705,PC,DEOS,Aero,DEOS2,60,,6.63261,0.0,397.0,6.63261
20654,201706,PC,DEOS,Aero,DEOS2,60,,5.72807,0.0,403.0,5.72807
20654,201707,PC,DEOS,Aero,DEOS2,60,,5.69262,0.0,277.0,5.69262
20654,201708,PC,DEOS,Aero,DEOS2,60,,5.10047,0.0,373.0,5.10047
20654,201709,PC,DEOS,Aero,DEOS2,60,,5.29687,0.0,421.0,5.29687
20654,201710,PC,DEOS,Aero,DEOS2,60,,5.89604,0.0,352.0,5.89604
20654,201711,PC,DEOS,Aero,DEOS2,60,,7.56481,0.0,477.0,7.56481
20654,201712,PC,DEOS,Aero,DEOS2,60,,6.71049,0.0,399.0,6.71049
20654,201801,PC,DEOS,Aero,DEOS2,60,,7.51999,0.0,385.0,7.51999
20654,201802,PC,DEOS,Aero,DEOS2,60,,6.37608,0.0,366.0,6.37608
20654,201803,PC,DEOS,Aero,DEOS2,60,,5.9796,0.0,284.0,5.9796
20654,201804,PC,DEOS,Aero,DEOS2,60,,7.46735,0.0,463.0,7.46735
20654,201805,PC,DEOS,Aero,DEOS2,60,,3.83756,0.0,252.0,3.83756
20654,201806,PC,DEOS,Aero,DEOS2,60,,4.6026,0.0,347.0,4.6026
20654,201807,PC,DEOS,Aero,DEOS2,60,,3.29665,0.0,285.0,3.29665
20654,201808,PC,DEOS,Aero,DEOS2,60,,3.34169,0.0,314.0,3.34169
20654,201809,PC,DEOS,Aero,DEOS2,60,,3.2789699999999997,0.0,225.0,3.2789699999999997
20654,201810,PC,DEOS,Aero,DEOS2,60,6.83269,3.83621,0.0,344.0,3.83621
20654,201811,PC,DEOS,Aero,DEOS2,60,3.8635,3.1465199999999998,0.0,296.0,3.1465199999999998
20654,201812,PC,DEOS,Aero,DEOS2,60,7.66112,3.99518,0.0,334.0,3.99518
20654,201901,PC,DEOS,Aero,DEOS2,60,0.805,4.80087,0.0,373.0,4.80087
20654,201902,PC,DEOS,Aero,DEOS2,60,2.2725,4.4575,0.0,358.0,4.4575
20654,201903,PC,DEOS,Aero,DEOS2,60,3.23267,5.50517,0.0,465.0,5.50643
20654,201904,PC,DEOS,Aero,DEOS2,60,3.08636,3.26444,0.0,264.0,3.26444
20654,201905,PC,DEOS,Aero,DEOS2,60,3.33527,5.3583,0.0,342.0,5.3583
20654,201906,PC,DEOS,Aero,DEOS2,60,0.14187,2.9660699999999998,0.0,273.0,3.00408
20654,201907,PC,DEOS,Aero,DEOS2,60,6.75668,3.94462,0.0,391.0,4.0681199999999995
20654,201908,PC,DEOS,Aero,DEOS2,60,5.65084,2.93607,0.0,237.0,2.93607
20654,201909,PC,DEOS,Aero,DEOS2,60,1.44343,2.94773,0.0,306.0,2.94773
20654,201910,PC,DEOS,Aero,DEOS2,60,0.7385,4.0668,0.0,286.0,4.0668
20654,201911,PC,DEOS,Aero,DEOS2,60,-0.02597,3.42388,0.0,228.0,3.42388
20654,201912,PC,DEOS,Aero,DEOS2,60,-0.02343,5.23921,0.0,335.0,5.26328
20828,201701,FOODS,SOPAS Y CALDOS,Dishes,MAGGI,8,,2.54066,0.0,145.0,2.54066
20828,201702,FOODS,SOPAS Y CALDOS,Dishes,MAGGI,8,,2.19508,0.0,106.0,2.19508
20828,201703,FOODS,SOPAS Y CALDOS,Dishes,MAGGI,8,,3.43928,0.0,147.0,3.43928
20828,201704,FOODS,SOPAS Y CALDOS,Dishes,MAGGI,8,,4.20581,0.0,151.0,4.20581
20828,201705,FOODS,SOPAS Y CALDOS,Dishes,MAGGI,8,,3.27184,0.0,182.0,3.27184
20828,201706,FOODS,SOPAS Y CALDOS,Dishes,MAGGI,8,,3.7189200000000002,0.0,184.0,3.7189200000000002
20828,201707,FOODS,SOPAS Y CALDOS,Dishes,MAGGI,8,,3.00771,0.0,176.0,3.00771
20828,201708,FOODS,SOPAS Y CALDOS,Dishes,MAGGI,8,,2.43014,0.0,151.0,2.43014
20828,201709,FOODS,SOPAS Y CALDOS,Dishes,MAGGI,8,,2.8203,0.0,155.0,2.6605499999999997
20828,201710,FOODS,SOPAS Y CALDOS,Dishes,MAGGI,8,,2.81411,0.0,117.0,2.81411
20828,201711,FOODS,SOPAS Y CALDOS,Dishes,MAGGI,8,,1.76196,0.0,129.0,1.76196
20828,201712,FOODS,SOPAS Y CALDOS,Dishes,MAGGI,8,,1.636,0.0,73.0,1.636
20828,201801,FOODS,SOPAS Y CALDOS,Dishes,MAGGI,8,,2.4224699999999997,0.0,128.0,2.4224699999999997
20828,201802,FOODS,SOPAS Y CALDOS,Dishes,MAGGI,8,,1.50227,0.0,58.0,1.50227
20828,201803,FOODS,SOPAS Y CALDOS,Dishes,MAGGI,8,,5.72652,0.0,222.0,5.72652
20828,201804,FOODS,SOPAS Y CALDOS,Dishes,MAGGI,8,,0.42552,0.0,28.0,0.42552
20828,201805,FOODS,SOPAS Y CALDOS,Dishes,MAGGI,8,,9.36396,0.0,292.0,9.36396
20828,201806,FOODS,SOPAS Y CALDOS,Dishes,MAGGI,8,,2.16897,0.0,110.0,2.16897
20828,201807,FOODS,SOPAS Y CALDOS,Dishes,MAGGI,8,,2.21041,0.0,112.0,2.21041
20828,201808,FOODS,SOPAS Y CALDOS,Dishes,MAGGI,8,,2.07685,0.0,132.0,2.07685
20828,201809,FOODS,SOPAS Y CALDOS,Dishes,MAGGI,8,,2.12903,0.0,76.0,2.12903
20828,201810,FOODS,SOPAS Y CALDOS,Dishes,MAGGI,8,10.5114,1.6743,0.0,83.0,1.6743
20828,201811,FOODS,SOPAS Y CALDOS,Dishes,MAGGI,8,8.46226,1.37327,0.0,80.0,1.37327
20828,201812,FOODS,SOPAS Y CALDOS,Dishes,MAGGI,8,6.81405,1.14132,0.0,79.0,1.14132
20828,201901,FOODS,SOPAS Y CALDOS,Dishes,MAGGI,8,5.00916,1.63131,0.0,63.0,1.63131
20828,201902,FOODS,SOPAS Y CALDOS,Dishes,MAGGI,8,7.90928,1.92938,0.0,123.0,1.92938
20828,201903,FOODS,SOPAS Y CALDOS,Dishes,MAGGI,8,5.29794,2.53605,0.0,123.0,2.53605
20828,201904,FOODS,SOPAS Y CALDOS,Dishes,MAGGI,8,2.07832,3.03531,0.0,99.0,3.03531
20828,201905,FOODS,SOPAS Y CALDOS,Dishes,MAGGI,8,0.0,2.19351,0.0,98.0,2.19351
20828,201906,FOODS,SOPAS Y CALDOS,Dishes,MAGGI,8,0.0,0.04147000000000001,0.0,5.0,0.04147000000000001
20828,201907,FOODS,SOPAS Y CALDOS,Dishes,MAGGI,8,0.82487,2.23196,0.0,93.0,2.23196
20828,201908,FOODS,SOPAS Y CALDOS,Dishes,MAGGI,8,3.57139,2.4163,0.0,107.0,2.4163
20828,201909,FOODS,SOPAS Y CALDOS,Dishes,MAGGI,8,1.68201,1.37943,0.0,71.0,1.37943
20828,201910,FOODS,SOPAS Y CALDOS,Dishes,MAGGI,8,0.82641,1.7558099999999999,0.0,66.0,1.7558099999999999
20828,201911,FOODS,SOPAS Y CALDOS,Dishes,MAGGI,8,0.47004,2.1182,0.0,53.0,2.1182
20828,201912,FOODS,SOPAS Y CALDOS,Dishes,MAGGI,8,0.0,0.47617,0.0,22.0,0.47617
20941,201701,HC,HOGAR,Paño,MUSCULO,1,,1.69078,0.0,264.0,1.69078
20941,201702,HC,HOGAR,Paño,MUSCULO,1,,1.54566,0.0,240.0,1.54569
20941,201703,HC,HOGAR,Paño,MUSCULO,1,,1.77251,0.0,242.0,1.77251
20941,201704,HC,HOGAR,Paño,MUSCULO,1,,1.57291,0.0,216.0,1.57342
20941,201705,HC,HOGAR,Paño,MUSCULO,1,,1.68526,0.0,297.0,1.68885
20941,201706,HC,HOGAR,Paño,MUSCULO,1,,1.94699,0.0,322.0,1.94699
20941,201707,HC,HOGAR,Paño,MUSCULO,1,,0.94452,0.0,196.0,0.94453
20941,201708,HC,HOGAR,Paño,MUSCULO,1,,1.25874,0.0,221.0,1.25874
20941,201709,HC,HOGAR,Paño,MUSCULO,1,,1.33908,0.0,249.0,1.3390900000000001
20941,201710,HC,HOGAR,Paño,MUSCULO,1,,1.7407,0.0,254.0,1.7407
20941,201711,HC,HOGAR,Paño,MUSCULO,1,,1.18221,0.0,255.0,1.18221
20941,201712,HC,HOGAR,Paño,MUSCULO,1,,1.19702,0.0,213.0,1.19703
20941,201801,HC,HOGAR,Paño,MUSCULO,1,,1.242,0.0,289.0,1.24251
20941,201802,HC,HOGAR,Paño,MUSCULO,1,,1.52551,0.0,190.0,1.52551
20941,201803,HC,HOGAR,Paño,MUSCULO,1,,2.18242,0.0,368.0,2.18243
20941,201804,HC,HOGAR,Paño,MUSCULO,1,,1.14617,0.0,236.0,1.14617
20941,201805,HC,HOGAR,Paño,MUSCULO,1,,1.43989,0.0,251.0,1.43991
20941,201806,HC,HOGAR,Paño,MUSCULO,1,,0.89981,0.0,203.0,0.89981
20941,201807,HC,HOGAR,Paño,MUSCULO,1,,0.8178300000000001,0.0,96.0,0.8178300000000001
20941,201808,HC,HOGAR,Paño,MUSCULO,1,,1.68189,0.0,245.0,1.68189
20941,201809,HC,HOGAR,Paño,MUSCULO,1,,0.85653,0.0,163.0,0.85653
20941,201810,HC,HOGAR,Paño,MUSCULO,1,1.49926,0.61324,0.0,116.0,0.61324
20941,201811,HC,HOGAR,Paño,MUSCULO,1,0.95015,0.9187799999999999,0.0,163.0,0.9187799999999999
20941,201812,HC,HOGAR,Paño,MUSCULO,1,0.93472,0.6086199999999999,0.0,140.0,0.6086199999999999
20941,201901,HC,HOGAR,Paño,MUSCULO,1,1.21751,0.93044,0.0,150.0,0.93044
20941,201902,HC,HOGAR,Paño,MUSCULO,1,1.19797,0.88036,0.0,194.0,0.88036
20941,201903,HC,HOGAR,Paño,MUSCULO,1,0.54963,0.92293,0.0,171.0,0.92294
20941,201904,HC,HOGAR,Paño,MUSCULO,1,-0.00257,0.66472,0.0,138.0,0.66472
20941,201905,HC,HOGAR,Paño,MUSCULO,1,1.53782,0.9603,0.0,133.0,0.9603
20941,201906,HC,HOGAR,Paño,MUSCULO,1,1.26429,0.66616,0.0,132.0,0.66616
20941,201907,HC,HOGAR,Paño,MUSCULO,1,1.7769,0.98664,0.0,150.0,0.97378
20941,201908,HC,HOGAR,Paño,MUSCULO,1,0.9738,0.7382,0.0,97.0,0.7382
20941,201909,HC,HOGAR,Paño,MUSCULO,1,0.39178,0.55936,0.0,154.0,0.55936
20941,201910,HC,HOGAR,Paño,MUSCULO,1,0.29769,0.47006,0.0,44.0,0.47006
20941,201911,HC,HOGAR,Paño,MUSCULO,1,0.73626,1.22993,0.0,222.0,1.22993
20941,201912,HC,HOGAR,Paño,MUSCULO,1,0.90799,0.82051,0.0,147.0,0.82051
20803,201701,HC,HOGAR,Paño,MUSCULO,3,,3.49561,0.0,238.0,3.49561
20803,201702,HC,HOGAR,Paño,MUSCULO,3,,3.74336,0.0,233.0,3.74336
20803,201703,HC,HOGAR,Paño,MUSCULO,3,,4.16126,0.0,236.0,4.16126
20803,201704,HC,HOGAR,Paño,MUSCULO,3,,4.31753,0.0,214.0,4.31753
20803,201705,HC,HOGAR,Paño,MUSCULO,3,,3.4481100000000002,0.0,293.0,3.4481100000000002
20803,201706,HC,HOGAR,Paño,MUSCULO,3,,3.64836,0.0,294.0,3.64836
20803,201707,HC,HOGAR,Paño,MUSCULO,3,,2.80686,0.0,205.0,2.80686
20803,201708,HC,HOGAR,Paño,MUSCULO,3,,4.06626,0.0,227.0,4.06626
20803,201709,HC,HOGAR,Paño,MUSCULO,3,,2.84043,0.0,228.0,2.84043
20803,201710,HC,HOGAR,Paño,MUSCULO,3,,3.97824,0.0,297.0,3.97824
20803,201711,HC,HOGAR,Paño,MUSCULO,3,,3.16566,0.0,286.0,3.16566
20803,201712,HC,HOGAR,Paño,MUSCULO,3,,1.71191,0.0,164.0,1.71191
20803,201801,HC,HOGAR,Paño,MUSCULO,3,,3.31496,0.0,234.0,3.4122
20803,201802,HC,HOGAR,Paño,MUSCULO,3,,2.61248,0.0,184.0,2.68193
20803,201803,HC,HOGAR,Paño,MUSCULO,3,,2.24207,0.0,186.0,2.24207
20803,201804,HC,HOGAR,Paño,MUSCULO,3,,2.67608,0.0,172.0,2.67608
20803,201805,HC,HOGAR,Paño,MUSCULO,3,,1.51392,0.0,156.0,1.51392
20803,201806,HC,HOGAR,Paño,MUSCULO,3,,0.7779,0.0,86.0,0.7779
20803,201807,HC,HOGAR,Paño,MUSCULO,3,,3.43771,0.0,244.0,3.4979
20803,201808,HC,HOGAR,Paño,MUSCULO,3,,1.61008,0.0,115.0,1.61008
20803,201809,HC,HOGAR,Paño,MUSCULO,3,,1.96191,0.0,162.0,1.96191
20803,201810,HC,HOGAR,Paño,MUSCULO,3,0.86351,0.48730999999999997,0.0,44.0,0.48730999999999997
20803,201811,HC,HOGAR,Paño,MUSCULO,3,0.20257,2.43416,0.0,218.0,2.43416
20803,201812,HC,HOGAR,Paño,MUSCULO,3,2.66345,1.40979,0.0,132.0,1.40979
20803,201901,HC,HOGAR,Paño,MUSCULO,3,1.64252,2.31041,0.0,133.0,2.31041
20803,201902,HC,HOGAR,Paño,MUSCULO,3,2.44237,1.441,0.0,150.0,1.441
20803,201903,HC,HOGAR,Paño,MUSCULO,3,0.55908,2.47936,0.0,195.0,2.47936
20803,201904,HC,HOGAR,Paño,MUSCULO,3,-0.00116,1.20949,0.0,114.0,1.20949
20803,201905,HC,HOGAR,Paño,MUSCULO,3,3.03965,1.8970799999999999,0.0,158.0,1.8970799999999999
20803,201906,HC,HOGAR,Paño,MUSCULO,3,2.58011,1.26855,0.0,141.0,1.26855
20803,201907,HC,HOGAR,Paño,MUSCULO,3,2.21781,1.70374,0.0,158.0,1.70374
20803,201908,HC,HOGAR,Paño,MUSCULO,3,1.3543,0.72114,0.0,84.0,0.72114
20803,201909,HC,HOGAR,Paño,MUSCULO,3,0.0,1.43292,0.0,131.0,1.43292
20803,201910,HC,HOGAR,Paño,MUSCULO,3,0.00926,0.10531,0.0,15.0,0.10531
20803,201911,HC,HOGAR,Paño,MUSCULO,3,1.45616,2.31266,0.0,233.0,2.31614
20803,201912,HC,HOGAR,Paño,MUSCULO,3,1.83698,1.01973,0.0,117.0,1.01973
20781,201701,FOODS,SOPAS Y CALDOS,Caldos Granulados,MAGGI,4,,2.10405,0.0,210.0,2.10405
20781,201702,FOODS,SOPAS Y CALDOS,Caldos Granulados,MAGGI,4,,2.8182,0.0,230.0,2.8182
20781,201703,FOODS,SOPAS Y CALDOS,Caldos Granulados,MAGGI,4,,3.82636,0.0,239.0,3.82636
20781,201704,FOODS,SOPAS Y CALDOS,Caldos Granulados,MAGGI,4,,4.26131,0.0,244.0,4.26131
20781,201705,FOODS,SOPAS Y CALDOS,Caldos Granulados,MAGGI,4,,5.33663,0.0,315.0,5.33663
20781,201706,FOODS,SOPAS Y CALDOS,Caldos Granulados,MAGGI,4,,5.8100000000000005,0.0,321.0,5.8100000000000005
20781,201707,FOODS,SOPAS Y CALDOS,Caldos Granulados,MAGGI,4,,4.08521,0.0,269.0,4.08521
20781,201708,FOODS,SOPAS Y CALDOS,Caldos Granulados,MAGGI,4,,3.10323,0.0,232.0,3.10323
20781,201709,FOODS,SOPAS Y CALDOS,Caldos Granulados,MAGGI,4,,3.20649,0.0,228.0,3.20649
20781,201710,FOODS,SOPAS Y CALDOS,Caldos Granulados,MAGGI,4,,2.77973,0.0,185.0,2.77973
20781,201711,FOODS,SOPAS Y CALDOS,Caldos Granulados,MAGGI,4,,2.63808,0.0,235.0,2.63808
20781,201712,FOODS,SOPAS Y CALDOS,Caldos Granulados,MAGGI,4,,1.6724,0.0,176.0,1.6724
20781,201801,FOODS,SOPAS Y CALDOS,Caldos Granulados,MAGGI,4,,0.91814,0.0,73.0,0.91814
20781,201802,FOODS,SOPAS Y CALDOS,Caldos Granulados,MAGGI,4,,2.12613,0.0,208.0,2.12613
20781,201803,FOODS,SOPAS Y CALDOS,Caldos Granulados,MAGGI,4,,4.33341,0.0,319.0,4.38992
20781,201804,FOODS,SOPAS Y CALDOS,Caldos Granulados,MAGGI,4,,3.32192,0.0,172.0,3.32192
20781,201805,FOODS,SOPAS Y CALDOS,Caldos Granulados,MAGGI,4,,5.48568,0.0,277.0,5.48568
20781,201806,FOODS,SOPAS Y CALDOS,Caldos Granulados,MAGGI,4,,1.19413,0.0,104.0,1.2080600000000001
20781,201807,FOODS,SOPAS Y CALDOS,Caldos Granulados,MAGGI,4,,3.58887,0.0,235.0,3.58887
20781,201808,FOODS,SOPAS Y CALDOS,Caldos Granulados,MAGGI,4,,5.02052,0.0,230.0,5.02052
20781,201809,FOODS,SOPAS Y CALDOS,Caldos Granulados,MAGGI,4,,3.27276,0.0,196.0,3.27276
20781,201810,FOODS,SOPAS Y CALDOS,Caldos Granulados,MAGGI,4,3.71171,2.08278,0.0,172.0,2.08278
20781,201811,FOODS,SOPAS Y CALDOS,Caldos Granulados,MAGGI,4,2.87141,1.3104500000000001,0.0,144.0,1.3104500000000001
20781,201812,FOODS,SOPAS Y CALDOS,Caldos Granulados,MAGGI,4,2.20065,1.67497,0.0,155.0,1.67497
20781,201901,FOODS,SOPAS Y CALDOS,Caldos Granulados,MAGGI,4,3.59623,1.41368,0.0,130.0,1.41368
20781,201902,FOODS,SOPAS Y CALDOS,Caldos Granulados,MAGGI,4,2.22686,1.65032,0.0,194.0,1.65032
20781,201903,FOODS,SOPAS Y CALDOS,Caldos Granulados,MAGGI,4,0.37019,2.71912,0.0,155.0,2.71912
20781,201904,FOODS,SOPAS Y CALDOS,Caldos Granulados,MAGGI,4,2.36285,2.30468,0.0,93.0,2.30468
20781,201905,FOODS,SOPAS Y CALDOS,Caldos Granulados,MAGGI,4,0.31469,2.54031,0.0,133.0,2.54031
20781,201906,FOODS,SOPAS Y CALDOS,Caldos Granulados,MAGGI,4,0.40904,3.43735,0.0,219.0,3.52305
20781,201907,FOODS,SOPAS Y CALDOS,Caldos Granulados,MAGGI,4,0.04423,3.10162,0.0,184.0,3.10712
20781,201908,FOODS,SOPAS Y CALDOS,Caldos Granulados,MAGGI,4,0.47351,2.83272,0.0,167.0,2.89011
20781,201909,FOODS,SOPAS Y CALDOS,Caldos Granulados,MAGGI,4,0.04423,1.94508,0.0,169.0,1.94508
20781,201910,FOODS,SOPAS Y CALDOS,Caldos Granulados,MAGGI,4,0.23528,1.10775,0.0,84.0,1.10775
20781,201911,FOODS,SOPAS Y CALDOS,Caldos Granulados,MAGGI,4,0.12344,2.47498,0.0,171.0,2.47498
20781,201912,FOODS,SOPAS Y CALDOS,Caldos Granulados,MAGGI,4,0.56924,0.70834,0.0,103.0,0.70834
20313,201701,HC,PROFESIONAL,Cremoso,MUSCULO,3000,,15.446340000000001,0.0,5.0,17.21538
20313,201702,HC,PROFESIONAL,Cremoso,MUSCULO,3000,,3.50532,0.0,5.0,3.50532
20313,201703,HC,PROFESIONAL,Cremoso,MUSCULO,3000,,0.0,,,
20313,201704,HC,PROFESIONAL,Cremoso,MUSCULO,3000,,0.0,,,
20313,201705,HC,PROFESIONAL,Cremoso,MUSCULO,3000,,7.1908199999999995,0.0,20.0,7.1908199999999995
20313,201706,HC,PROFESIONAL,Cremoso,MUSCULO,3000,,7.92792,0.0,22.0,7.92792
20313,201707,HC,PROFESIONAL,Cremoso,MUSCULO,3000,,2.06388,0.0,10.0,2.06388
20313,201708,HC,PROFESIONAL,Cremoso,MUSCULO,3000,,0.03276,0.0,1.0,0.03276
20313,201709,HC,PROFESIONAL,Cremoso,MUSCULO,3000,,0.0,,,
20313,201710,HC,PROFESIONAL,Cremoso,MUSCULO,3000,,4.24242,0.0,17.0,4.24242
20313,201711,HC,PROFESIONAL,Cremoso,MUSCULO,3000,,5.126939999999999,0.0,27.0,5.126939999999999
20313,201712,HC,PROFESIONAL,Cremoso,MUSCULO,3000,,6.8796,0.0,24.0,6.8796
20313,201801,HC,PROFESIONAL,Cremoso,MUSCULO,3000,,19.23012,0.0,100.0,19.23012
